x   y   z
-0.6395600356989969 0.7745836012231514 0.003426120630014408
0.0585326687552578 1.008781712969906 0.00313671807697827
-0.5843771083047034 0.8176724820234685 0.003967833525650505
-0.4589934113442675 0.8959149931463336 0.003182332785696399
-0.8953569828013483 -0.4248423482313106 0.003581961889462214
-0.7668547213877194 0.6457099882375318 0.003808604941223385
0.797714524128324 0.6207839923352201 0.003954469773158435
0.9548228176506185 0.3243689179813109 0.003159501894178387
-0.7452994760241798 -0.6504758685968084 0.003433165710853807
0.07137005375068155 1.007909371809776 0.003979754496817743
0.5280845081853049 -0.8408218950615211 0.003347236131845753
0.9983735331091022 -0.106356531447011 0.003650765571937964
0.9557267741628884 0.3218145819037376 0.003413989450169416
0.7919975568286893 -0.6056080357362562 0.003255614138881651
0.1567182795186971 0.9986117142507173 0.003964545296518575
0.8559849177753155 0.5362855462029952 0.003028687685906647
-0.5653504317629092 0.8315593958031177 0.003011691606714213
0.7569589438668786 0.6701635432811665 0.003348075076796594
-0.245330108417469 0.9780790482438402 0.00395180975207159
-0.5562696801445112 0.8375398325632957 0.003714084978571935
-0.2634389237192651 0.9732499193044261 0.00376610637874678
-0.5590567227344054 -0.8148319196062759 0.003594955621756159
0.568110357040438 -0.815030845850496 0.003627208637728955
-0.08367866366897184 -0.9848134124134383 0.003837562656604047
-0.855460798426145 0.5195489759091968 0.003719498710037636
-0.7285159948981952 -0.6690665397385807 0.00316961771731568
0.835524212347337 -0.5459002658844163 0.003599536362212687
-0.147742755803152 0.9982611209704655 0.00381984192977431
-0.9820505242205552 -0.1513009710407164 0.003299987706971981
-0.9947627480534116 -0.01239810660662211 0.003922529339326981
0.1225373973251028 -0.9816125362224489 0.003078568659442221
-0.3518565240180737 0.9441448907348344 0.003526699870161868
0.4717412632257971 -0.8730543658281539 0.00375969369299909
-0.6464258211791232 0.7686079813787126 0.003762628764190861
0.7731734682158852 0.6513505461841035 0.003917067897652581
0.5326996534489741 0.8600277879772796 0.003206749811325359
-0.9952167808682103 0.02213255468002995 0.00302708706621417
0.06020391220142002 1.008666567886037 0.003326811452178961
-0.07909779811827911 1.006623466263532 0.003058744274872673
0.7867858966304867 -0.6120650035471528 0.003012306363520151
0.835174796262671 -0.5461341205057415 0.003119705124631912
0.5405262760251737 -0.8330940059048834 0.003441319385733239
0.6803166365770091 0.7483635139853818 0.003530463803949915
-0.07111827352556574 1.007161939495546 0.003676117163395262
-0.1666246544775566 -0.9739281811265206 0.003552205357167231
0.4618451979965107 -0.8781575132729252 0.003605384032315737
0.2067432755461233 0.989748048218875 0.00308766976569741
-0.9516651460341823 0.3021248619291944 0.003123308226775297
0.9018643413474344 -0.4310919656155114 0.003153417723667649
0.1811874858207396 0.9946325704526785 0.003267084787187028
-0.8839031193982915 -0.4479086357213507 0.003213889518449684
-0.8545902178101772 -0.5006349916043631 0.003358612479863154
-0.4871435864367636 -0.8595324781231621 0.00368124605529607
-0.9952734127426158 0.004335865638431635 0.003013572450200752
0.5475043407695784 -0.8286516598722115 0.003503674719369315
-0.7957436222001105 0.6093001778352034 0.003143135475974357
0.5998155063793126 -0.7924470869645267 0.003413695169660693
-0.9805159451991233 -0.1594095226973503 0.003919935727682979
0.5753363006472647 -0.8101608368430866 0.003899584310000386
0.9528608504664795 0.3303420830965759 0.003284253055598377
-0.5035212067106668 -0.8500974765963217 0.003211636252458828
0.7354488381205289 -0.67151676710483 0.003154557490153198
-0.3267205427745884 0.9532490351783823 0.003998718096850123
-0.6242195812098674 0.78709807089199 0.003819297816406844
0.6907985637291347 -0.7165722073581007 0.003753179038942831
-0.9626475221519072 -0.242444817155631 0.003506575200891929
-0.8919646562766477 0.4522441782820895 0.00364577151240731
-0.8818770678013946 0.4722324403694799 0.003501907443432072
0.2070647413807739 -0.9678836712072054 0.003091477345689083
1.00536089245538 0.02225164661482823 0.003989274678044304
0.7142350139997321 -0.6934657566560782 0.00306179892224282
-0.7449905485334674 0.6713156923900476 0.003878861810741127
-0.7629245168231248 -0.629858266020021 0.003870637461460566
0.3451461391733163 0.9507756216984672 0.003333424655498299
-0.623367061052379 0.7879309002693827 0.003452685158495645
1.000730978716557 -0.08484267753956552 0.003786037510208063
0.9242132702800449 -0.3827811514396652 0.003342736092264315
0.4794295262662034 -0.8687622220160319 0.003135610126149433
-0.2568606411414915 0.9751524941171579 0.003370552264425515
0.7456695408489775 -0.6606904991622682 0.003705095998010016
1.003262860036213 -0.05378292534387415 0.003847200957185811
-0.6688121305586675 0.7487182023353369 0.003961954042130634
0.005926242818303186 1.010205504325558 0.00302350968836952
0.6319842786523466 0.7897648122530277 0.003309773804713862
-0.3894233412388561 0.9287820728058407 0.003979044018634013
-0.9524790096062853 0.2992388081903361 0.003305702474370625
-0.9336157061594237 -0.3346621875889895 0.003810034561851124
0.8203335594300885 -0.5676158845109792 0.003142516518076933
-0.6357117319181708 -0.75697450181315 0.003541636028642118
0.6950803020368527 -0.7124168226203988 0.003520942510978445
-0.9835769624174656 0.1619318816466313 0.003426223705044588
0.2950645690067363 0.9673553820077272 0.003517734874144556
0.8730090961989162 -0.4851675089359458 0.003008914653052686
-0.9950690167454409 0.03012504470320536 0.003095921137700255
-0.8863163533714427 -0.4432343805350463 0.003148994628893128
-0.3814216890138042 0.9322924155443265 0.003562726450284538
1.004046304623868 0.06308074241894662 0.003899684133066848
0.01715436166898348 -0.9885642910309382 0.003340442665623455
-0.5419795132761759 -0.8262248614350759 0.003558539128651364
0.591750273679322 0.8204884575167103 0.003944633627313079
