"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty [nm]"
1.0,1.0,19739.816201644204,15453.709997655164,4.343041430012554,0.8854550219231753,9.248655993799433E-7,4.885121234451919E-4,45.44503871713505
2.0,2.0,748.3348068404244,4635.51899780057,192.73919289129634,12543.464428419065,1.5614471952494504E-5,93.01910628310549,9.73727386055992
3.0,2.0,1064.4043436547558,21537.701109874597,143.40152295159874,14144.849106705024,23.58591622472578,85.68215976485047,4.602155858425609
4.0,2.0,1311.4486062456085,2757.445587606254,214.3420067039615,31586.651979299517,5.227681656964331E-6,104.9310925825479,5.495942104998937
5.0,2.0,3583.9319524952184,21162.303955302054,171.5353266991615,25265.99281165917,43.260096781852795,173.09678535707047,7.065528932476121
6.0,2.0,3795.482497627393,9268.298570314622,243.89965566076648,53861.67509973365,4.423154048401202E-6,244.4963116044595,9.354847784592536
7.0,2.0,4060.081772548486,15253.394598596033,221.1015823936275,40575.18505032183,6.28802407139203E-6,193.96890668464326,8.143811809338771
8.0,2.0,6162.4943597373585,6664.472108435318,236.32883163980603,48905.39941686873,1.2264365184374856E-5,214.77959719787142,8.525157022535431
9.0,2.0,6413.250217688029,14493.170904538385,241.07281183433608,50332.053194982815,7.674176358278455E-7,214.5093551548978,8.607321947183982
10.0,2.0,8385.832611771672,17164.49720764094,190.8389831286465,30330.345871254474,35.70848722522901,190.57581844048363,7.981139901590156
11.0,2.0,9696.471415214899,21261.214081059083,168.768975153457,21974.454335180715,57.35054438096978,98.44009689842645,4.659736092607413
12.0,2.0,11089.288896048085,6111.7058837827535,198.84495370684783,32318.49247159188,9.12784157901963,193.9379744252508,8.266607500388085
13.0,2.0,12098.560932308903,1133.5177499071924,193.34344657771328,20472.483102010665,1.0029830183330643E-5,132.72413481719778,8.510126841198435
14.0,2.0,12399.197218412466,14472.991867649916,266.51004624520374,59752.17830240648,1.3474663458212226E-5,220.4527411108401,9.094707780010257
