"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty [nm]"
1.0,1.0,689.4325122104298,5484.326510298681,171.90174100492808,371.68698937509146,9.071311254280891,2.7957780810820947,14.886230218018122
2.0,1.0,645.0567940625224,6823.9464365597405,159.35388601662873,1292.206154394417,16.1004697565685,7.990495294263527,8.33803760595303
3.0,1.0,669.6940699555378,16610.16364295629,136.82897513410475,648.4930060777104,11.918892201200697,3.682977159205906,8.586238771248269
4.0,1.0,1422.1194638387801,15213.957350054321,135.02224079848517,756.3934864722335,11.52456224743341,4.849685601990393,8.157875747006292
5.0,1.0,1831.4169282771209,7675.5202858848315,166.87790335556508,1185.3868660117048,15.872699271169683,7.655613246030646,9.291082468571053
6.0,1.0,1872.1781719161918,8613.245287881182,151.82887680747007,738.738802248742,17.348535351260537,4.9029459523476895,9.602416653098054
7.0,1.0,2011.710772161807,4598.970385390727,169.0687549753877,634.0926725055249,10.617640739731801,4.000103332161929,11.445819380063808
8.0,1.0,3275.7629526209703,7151.744114280477,161.32514672008824,1485.7651423298994,13.986690480629369,9.97564576214368,8.482137252039923
9.0,1.0,5364.399951497397,16679.929729430936,138.73693940713082,1747.88717800823,18.01213498801656,8.186758791013668,5.705572729346563
10.0,1.0,7011.378968337131,19913.050183785224,136.88546281063935,686.5663006198458,11.893965386446412,2.723390251677618,7.978253524582237
11.0,1.0,7086.605873177476,12215.665118978404,147.38852476011405,1551.9481679513324,16.574335550613597,8.73048069482346,6.827384522042548
12.0,1.0,8094.535893783094,5880.1057542763865,155.38504357230144,1791.7343636052485,21.89402900418808,10.368847508193927,7.126109507089944
13.0,1.0,8436.137810387192,5016.613801100104,150.45581913308985,1820.0559805262462,23.460681550562878,12.972580828615948,7.503484750920939
14.0,1.0,9030.74843471876,17402.870539871303,136.00303103140297,1196.599855736835,14.962234809675222,6.9120207387431885,6.764781020919525
15.0,1.0,9459.150420794145,20188.257987676552,132.11327415495927,995.1548135395057,13.721597939644159,4.245102752987178,6.5848409438017494
16.0,1.0,10500.697623177854,3472.8540452009015,165.8443120045413,2476.394756214012,19.019663948952132,13.755910187982815,7.087546190918001
17.0,1.0,10497.355456189485,11595.900655177833,143.12230078173022,2107.6627167986526,21.15731810512696,11.878304323886882,5.989358404532097
18.0,1.0,11948.34800798115,8088.41119005698,144.2110684292956,1303.0070549405882,16.97533698919501,7.000552683448117,6.9206397555143155
19.0,1.0,12205.262549189465,5823.560603067885,165.33247022170994,5260.944371475992,28.259157566439864,26.197177325079593,5.691959107446468
20.0,1.0,14532.174246786402,2658.481185523091,153.90419346524018,1674.1942805289395,17.684498219648365,8.493549770508173,6.800902855737272
21.0,1.0,14866.600473659677,1532.9045606371928,157.63655934155392,779.5310976716767,12.75721615489109,2.720759772637239,8.651502548491239
22.0,1.0,15857.01441493089,18737.0891520079,134.44363034060746,902.9747994431777,12.560190427164564,4.229471309834837,7.099299942530353
23.0,1.0,17644.740346662278,14078.442589939355,135.3397041682668,969.8479366123661,12.728849939881824,4.9145135807589755,7.049383513484058
24.0,1.0,17789.360580543285,4030.2685704159985,150.9114614439415,1674.569682067005,16.935240857801503,9.605730019095422,6.944606873222972
25.0,1.0,18139.0618187623,11354.864472237552,132.27333158684945,1422.3668881653853,15.790854035593402,4.986055119149104,5.500881732709103
