"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty [nm]"
1.0,2.0,1160.0731634117321,18667.60799762254,142.34535932575596,1094.942200790728,15.782305224062338,7.946429414922565,7.995859234149972
2.0,2.0,1878.4676698584879,19051.472281500806,119.61329160189632,763.6779002787489,20.906444711841548,9.86562026344553,8.93111760561829
3.0,2.0,2213.4732924817936,21391.442564616005,140.79154884338115,405.3033596994238,10.881008516518031,2.1537391348090877,10.733506473198606
4.0,2.0,2942.1047354597995,20358.57958412715,138.24001809281367,635.208315405774,12.040545305141482,2.4726540365924894,8.334334237722787
5.0,2.0,3145.127589925087,7892.823512100734,162.69120724831737,1539.5701284594882,13.522386091120273,9.748262726315009,8.27004013690661
6.0,2.0,3861.4344098770507,15396.920083549723,149.49162175470553,1979.632764306855,15.407574731661494,9.72618617962645,6.13027633493199
7.0,2.0,5399.012489050741,20743.99366188906,127.8052498382745,978.442674814805,15.281369917304186,4.351486102524016,6.433487861279708
8.0,2.0,7183.512682258343,7450.371510769428,155.40944903436684,1616.993288654052,13.924907044663481,9.776067932144732,7.477601872290009
9.0,2.0,7629.032901633479,8908.90911076165,157.17733091577549,2860.085530998548,19.63212148147081,18.251423771595935,6.853209257925758
10.0,2.0,9157.893291062132,14883.732092231523,137.7347234453421,1160.4742210970478,14.421934064816503,5.767070329340314,6.680745850092748
11.0,2.0,12022.685189613656,9282.703662782706,141.43919181781678,1240.763874678679,13.496745575365141,6.66874187387008,6.870900197249489
12.0,2.0,13539.398079988674,15463.502149710092,129.73873017661577,1763.557032239948,21.790589411937454,6.175726133323133,4.916034712473566
13.0,2.0,13922.118534627341,5218.588654038042,156.64152434657063,1819.28817118625,14.929699582796434,11.06362367064954,7.3481469695057395
14.0,2.0,16664.339378438915,14130.02191496631,136.03079144976977,1489.1403744901572,17.042715286269186,7.3125488009503545,5.975858411890471
15.0,2.0,16943.508993027976,6147.9822432436795,143.52337741507043,2442.7037020477724,18.647020194075164,13.597756943258819,5.742414313979817
16.0,2.0,20870.09369292975,14974.906544770558,325.21296775333536,3027.171237835126,0.1845226114132294,37.049100392336975,45.05413319905844
17.0,2.0,21261.112349597555,15185.033909239628,128.45361680908806,939.9884151704739,24.6435350752091,13.93270103712257,10.342245840136579
18.0,2.0,21419.55842794171,1102.005123804772,151.63770685086547,818.8265057881282,10.909327143166639,4.7008652514917815,8.872938398710064
19.0,3.0,1128.9257267417377,18633.092984788458,148.16498532877202,1346.3363422803438,29.91370567812027,6.951920519985542,6.997711871473207
20.0,3.0,1851.564530090243,19031.391566690843,120.79808324376292,583.8872937360468,30.590746775011983,10.865945897633198,11.80196031267762
21.0,3.0,2188.326950071527,21361.54352948237,139.9301435504833,513.7569260207362,18.24007880660806,4.0843601899436885,10.394579935282971
22.0,3.0,2925.272950003329,20335.236765183967,139.0916173962687,735.5042349903325,21.007311972286143,4.131002965756207,8.29758666950182
23.0,3.0,3111.5324618111918,7855.959063377135,139.1687925162844,1359.856633158881,20.888219276282634,4.471338897623487,5.877502762361406
24.0,3.0,3845.6528095015033,15352.009523280747,150.59408630233395,1693.8550612707259,24.966307733967454,7.468768642863063,6.287163594775044
25.0,3.0,5389.070395371998,20715.505637650735,143.73003575329983,981.0580041141237,22.930716032016,4.423024543480725,7.354180407473449
26.0,3.0,7151.264943070466,7421.265286613897,143.39981792787592,2731.2476552796875,35.438995558027685,13.239036088857349,5.228037162779667
27.0,3.0,7598.922994958937,8878.058333853342,142.08747645594204,3193.1698752190423,39.71987809517013,9.608669706452865,4.185911690726838
28.0,3.0,9131.258124817536,14832.377639198443,144.5055832699767,1324.5767030825332,26.460219646555245,6.3481635679802295,6.6779147406622155
29.0,3.0,11987.456394063933,9257.543397469528,141.99665758487438,2075.6053948237086,33.88611482061345,7.009925011353684,5.070920556092862
30.0,3.0,13518.529993706623,15432.203943662766,151.9934530389821,1456.278324427466,26.163085530683283,6.015849793282462,6.6036315844487214
31.0,3.0,13895.69355514088,5182.6587656114725,136.76146441010528,1517.9871692945276,25.226851492463826,6.502192152966838,5.773094439050207
32.0,3.0,16653.95084497937,14095.382044903472,141.7340267995479,1067.1031736610646,23.375164123806044,4.587004677540014,6.931730308235426
33.0,3.0,16928.58035386977,6111.003251211965,145.4503199091053,3160.7642811439073,34.89810640166199,11.937351855496082,4.628033088849097
34.0,3.0,20699.65993856123,14801.112620863969,133.43700184222823,1003.8850258026066,38.43804472598981,18.025346829068095,12.521458486615341
35.0,3.0,21157.591428121483,15095.98421740947,259.0558774767373,1734.4863466849122,16.72437702696798,18.121340494832758,25.559840039066696
36.0,3.0,21406.6763771606,1069.8803562684643,142.91423000344787,712.1959013260711,14.141671425130422,4.6237481804299785,8.968441929382715
37.0,5.0,1148.1317310954003,18668.24138691586,140.69104205516393,1049.825437665925,16.859409357941036,5.422686404130462,7.186067776479442
38.0,5.0,1874.2059381924607,19065.914833537357,118.91631680247457,776.2906334933497,20.794251249438123,8.029855070310422,7.9850190809703365
39.0,5.0,2209.5103497175623,21394.494440498653,131.88579111920833,369.05357377623284,11.430391974574214,2.454692434910811,10.71294469235761
40.0,5.0,2932.0760852238263,20363.524137411427,137.45011264400347,621.478407138706,12.014944232238351,3.3159717134530085,8.692717831149276
41.0,5.0,3145.1715070645896,7887.569581779787,153.57148968648306,1446.910741744268,14.928755321934668,10.190297142256227,8.130200217271348
42.0,5.0,3866.537455010313,15390.599536549338,147.6257416013258,1881.8826930127682,16.98912140760232,10.988538510143512,6.5612565079652825
43.0,5.0,5405.696460906669,20738.386477635566,127.60827294486211,1049.5275531200077,15.05086452238608,4.5277345419998865,6.2055173319542885
44.0,5.0,7186.950281277418,7455.790218280787,168.27069394292786,1689.508994601757,12.006473912916217,10.542810250114165,8.431340383721446
45.0,5.0,7634.828900540834,8914.419503823408,157.94678429637298,2808.561423750166,19.728380832968792,14.982374396107891,6.254129390307801
46.0,5.0,9155.813533751369,14889.541254205793,139.90494175102015,1217.6196234130534,14.398686254531128,5.324819158318507,6.495332978943856
47.0,5.0,12020.455658496023,9292.895646105586,149.94997904991138,1279.197475576839,13.188893004998485,8.099881440517732,7.7627251068020895
48.0,5.0,13530.18779658834,15461.285048952306,132.53063648534194,1792.5974320090752,20.053157756506142,7.705083607674354,5.221211196281761
49.0,5.0,13926.46429695837,5215.185882276421,153.01897767055797,1799.10625571065,15.334764042452212,11.040150417212342,7.153163785475678
50.0,5.0,16664.38729128801,14131.353843483157,138.71927288128074,1485.7185276963362,16.896673590265898,5.992599739490148,5.844176172632028
51.0,5.0,16944.747330660586,6147.48593558258,145.65785066426542,2379.9114765238305,18.142165699810185,15.236307900088484,6.336929448245295
52.0,5.0,20860.21058010055,14974.9701387813,325.7153479041597,3076.4730306887996,2.0661240545377146E-5,36.552718360052694,43.904480543476474
53.0,5.0,21259.934383212847,15199.115067224035,133.72576728729996,968.3900755466387,23.67986206366298,13.16400181991229,10.38685281205265
54.0,5.0,21418.276766950796,1100.6168586232225,145.80666826141768,730.0559125899091,11.617464040461956,4.625673044344653,9.050573347618451
55.0,6.0,1130.4944624748523,18627.717193415334,150.6496402050005,1494.4317747082487,27.2512578161526,8.22269587558901,7.057422684420795
56.0,6.0,1851.4083630987184,19021.954379953695,126.76295873189903,616.740695391981,30.715943029093207,12.208931979761536,13.165938344394968
57.0,6.0,2182.996913961008,21378.189735099582,137.6664789042135,535.6605873068795,18.90979640714991,3.532035280010693,9.610786253622996
58.0,6.0,2901.312942196683,20332.95910189706,137.24939618051872,612.8226777676729,21.494861498080613,4.471990326824128,9.300408260659808
59.0,6.0,3112.2175090449223,7850.894800443402,134.94513656597385,1212.671157812131,23.567526067914965,4.61307073083535,6.0927636516210315
60.0,6.0,3846.178575049233,15359.43979928646,152.20621825192097,1723.909065767458,26.711457626526073,6.973124611612443,6.179390137893634
61.0,6.0,5381.891967570449,20709.83693703318,147.19752078853938,1026.047927055233,21.919930653793042,4.537987692601609,7.397204905256661
62.0,6.0,7152.752953615851,7420.496355627641,140.54914963529475,2819.3287577683586,37.70193530582381,10.249532530663796,4.54749634762427
63.0,6.0,7600.53563423997,8879.185900505197,140.74623672444332,3299.408833211559,41.92759228659129,13.186455722796605,4.458778670939005
64.0,6.0,9132.682763765008,14838.006099926657,144.14806378491483,1390.489812985838,27.14494952202298,5.464968607383855,6.242914318573336
65.0,6.0,11987.301436192834,9260.548514592212,144.8117154999296,2198.1891231245177,31.981206485694226,8.366915196116503,5.229245908468873
66.0,6.0,13513.790223123735,15435.1629253498,144.91159289763743,1401.1634475182789,26.472239972681596,5.037402615167354,6.15773453054243
67.0,6.0,13894.870802458501,5184.576581598267,145.2380118500841,1581.4446188094907,22.144750123323085,5.1043689732282,5.764575857602443
