n,x,y,z
0,11.60512431447832,11.69811066682992,17.48210622740449
5,11.30451630650131,11.37043640013104,16.89022741916337
10,11.00364000700886,11.04847347725445,16.37449425058017
15,10.70451291765417,10.73312422817229,15.9290910159204
20,10.40890353909829,10.42521412375856,15.54828437553436
25,10.11831089473169,10.12546422305807,15.22671268438549
30,9.833969437450474,9.834477231644456,14.9595317089569
35,9.556867547899422,9.552733675023616,14.7424739036835
40,9.28777240085104,9.280595075186559,14.57185803757616
45,9.0272569277343,9.018311637663123,14.4445722621709
50,8.77572644839443,8.766032571554176,14.35804480856415
55,8.53344367186892,8.52381768868368,14.31021085360848
60,8.300551440478959,8.29164934176929,14.29948058576391
65,8.077092986986228,8.06944407456109,14.3247113672822
70,7.863029700109005,7.85706358696106,14.38518562961188
75,7.658256516851679,7.654324783395744,14.48059543061932
80,7.462615122181098,7.461008788890273,14.61103424137053
85,7.27590516266322,7.276868897015021,14.77699638948924
90,7.097893685977038,7.101637466902834,14.97938458701635
95,6.92832301200844,6.935031820271512,15.21952606526376
100,6.766917229229334,6.776759209393138,15.49919799788463
105,6.613387495979945,6.626520937427354,15.82066309663391
110,6.467436312712255,6.484015716675524,16.18671649566672
115,6.328760920423807,6.348942350650051,16.6007452794883
120,6.197055974763831,6.22100182454593,17.06680222422338
125,6.07201564769526,6.099898887821142,17.58969545300981
130,5.953335323672588,5.985343214502582,18.1750956473264
135,5.840713092143844,5.877050234662385,18.82966201409887
140,5.733851304136767,5.774741748904093,19.56118703956265
145,5.632458575977821,5.678146473980352,20.37875755747776
150,5.536252816998019,5.587000733670562,21.29292475775125
155,5.444966176467389,5.501049623965766,22.31586661644304
160,5.358353318706952,5.420049176163598,23.46150967544452
165,5.276205247284311,5.343770363213964,24.7455478113766
170,5.19837214322529,5.272006312359451,26.18524490264403
175,5.124800486283363,5.204584886190387,27.79882266601275
180,5.055592071496305,5.141389938951752,29.60409573279003
185,4.991094826033373,5.082395954095883,31.6158037471996
190,4.932035376816867,5.02772180266859,33.84080411237106
195,4.879695173561593,4.977708021176272,36.27000594403591
200,4.836102846119931,4.933013381411863,38.86593960086479
205,4.804145704600923,4.894701643651072,41.5459140114901
210,4.787384862842145,4.864239789887049,44.16414669588455
215,4.78926011433144,4.843269926724227,46.50310626192868
220,4.811527766029227,4.833032310644499,48.29189837292162
225,4.852462083942284,4.833548314644688,49.26673318365284
230,4.906222171995425,4.843082185548383,49.26179806256975
235,4.964508560590101,4.858489187598301,48.28018343979515
240,5.01969805197736,4.876387846185319,46.49210821021391
245,5.067215567906659,4.894315914519669,44.16197197692648
250,5.10588316818122,4.911159763442266,41.55819573731925
255,5.136843457908397,4.926898226071805,38.89473183902403
260,5.162244752290635,4.942107899021399,36.3141991002397
265,5.184340785928756,4.957559198029349,33.89711539622214
270,5.20506824807976,4.973990138264007,31.67971694716716
275,5.225934295639221,4.992017177440188,29.67052888937388
280,5.248049787743691,5.012121152042656,27.8625254466532
285,5.272209562147943,5.034664646586394,26.24099866630565
290,5.298974385292441,5.059917774460391,24.78824161880065
295,5.32873884230039,5.088082568100059,23.48614551999759
300,5.361782689231661,5.11931287216474,22.31752742436166
305,5.398307940883217,5.153729491422692,21.26672446973273
310,5.438465009368627,5.191431327816636,20.31978358891416
315,5.482370897896238,5.23250342548487,19.46444010602637
320,5.530121796635234,5.277022738974431,18.68999532356028
325,5.581801794242555,5.32506226514607,17.98715384019417
330,5.637488913685667,5.376694013873144,17.34785281499595
335,5.69725930950974,5.431991159531061,16.76509925086717
340,5.761190201120563,5.491029615548481,16.23282243270797
345,5.829361934875678,5.553889202215624,15.74574384888917
350,5.901859443187164,5.620654526809524,15.29926445357423
355,5.978773283772408,5.691415659122685,14.88936795667879
360,6.06020038406723,5.766268660228415,14.51253836564255
365,6.146244575964205,5.84531600453937,14.16568991310346
370,6.237016978543493,5.928666922622108,13.84610759906841
375,6.332636267323989,6.016437683206542,13.55139675164985
380,6.433228855078855,6.108751826265624,13.27944021150282
385,6.538928999603467,6.205740354154965,13.02836194320172
390,6.649878846766473,6.307541884066882,12.79649605874921
395,6.766228411859941,6.414302762080863,12.58236039894177
400,6.888135498134695,6.526177136629606,12.3846339567137
405,7.01576554804925,6.643326987053776,12.20213754406362
410,7.149291419920159,6.765922100957363,12.03381720299718
415,7.288893080142869,6.894139992208622,11.87872994353315
420,7.434757198839475,7.028165749587441,11.7360314606651
425,7.587076634604419,7.168191804218299,11.6049655394204
430,7.746049791922299,7.314417602018373,11.48485490472792
435,7.911879832812699,7.467049165424625,11.37509331237735
440,8.084773722337825,7.626298526643486,11.27513871024778
445,8.264941085834158,7.792383012614767,11.18450732639878
450,8.452592854176469,7.965524359837619,11.10276856347632
455,8.647939672163561,8.145947635230447,11.02954059796214
460,8.851190044368604,8.333879937376805,10.96448659872741
465,9.062548192712798,8.529548850960424,10.90731149264171
470,9.282211600815577,8.733180626064859,10.85775921603818
475,9.510368222123038,8.944998053492942,10.81561039996694
480,9.747193332222588,9.165218007579155,10.78068044463192
485,9.992846010963149,9.394048629392893,10.75281794434012
490,10.24746524739567,9.63168612607967,10.73190342890281
495,10.51116567050339,9.878311166708533,10.71784839066848
