x   y   z
0.8824772984562901 0.4703549911601746 0.0005645572983047853
0.05407514191213648 -0.998536869137631 0.0007175723395165946
-0.9009701590027741 -0.4338810581098419 4.976293034561241e-05
-0.8174772475710956 -0.5759608925123176 0.0003122299548880817
0.9841233222910197 -0.1774860178236181 0.0006571767677775254
0.5900176262112801 0.807390364544937 0.0006320524392096129
0.9990453287385122 -0.04368559403004745 0.0005925194149440744
0.9888957279378912 0.1486110334604684 0.0008886135900848938
0.3155707129464473 -0.9489020629814602 0.0005859384675408764
-0.05899837403135645 -0.9982580787860703 0.0002520531811612647
0.01215614570473015 -0.999926111331035 0.0008010674635278941
-0.3959444674309754 -0.918274457180859 0.0002108670453855559
0.05496713851260066 -0.9984881640178498 3.564653783590854e-05
0.985317893478691 -0.1707297536773099 0.0007460891616794767
-0.8575083116180555 -0.514470111382529 8.066515877880853e-05
0.6937181137822704 0.7202466095792253 9.076048824282846e-05
-0.8393549896046019 0.5435836655252425 0.0003681276601607005
-0.9753435402889812 0.2206920442982858 0.0007232141982320292
0.7700057685371872 0.6380369240251349 0.0003105009776970288
0.0781640599601631 0.9969405096245935 0.0007104686566123744
0.9843183556577076 0.1764011754929841 0.0006430122620257352
-0.9331219642530119 0.3595600086614205 0.0008419057179911269
0.05478287689277327 -0.998498290634166 0.0002573663865386324
-0.9853752321519518 -0.1703985089767137 0.0008649433209786138
-0.9922090420238124 -0.1245841760665788 0.000902567757368714
0.7509562400206716 0.6603519709776109 0.0008760034716532329
-0.9986498841886634 -0.05194621073735095 0.0008573544276682807
-0.9558084836998312 -0.2939900380751523 0.0009442314356679015
-0.4350118255943881 0.9004247395496404 0.0006246218762512374
0.02606999517800309 -0.9996601199164739 0.0006882787888787768
-0.2728483008506826 0.9620570693690138 0.0008146048108746014
-0.8846094935339366 0.4663325465262234 0.0005662976406016615
0.4684731622995909 0.8834777281884479 0.0006448643508729137
-0.5629603657512535 -0.8264838937288583 0.0003882564963103458
-0.8347058061892124 -0.5506961204820831 0.0003353100958785062
0.3339447404679999 -0.9425926534371887 0.0007435044225630884
0.691012445452563 0.7228428599838755 0.0008413044174926609
0.5164001449168677 0.8563474121697561 0.0002931735360811112
0.4537837493005118 0.8911118385874863 0.0003080659336958174
-0.7980795330291136 0.6025521213638136 0.0006035468087304583
